order_id,customer_name,gender,category,product,quantity,unit_price,discount,order_date,sales_channel,region,phone,revenue,year,month,day,weekday
1033.0,sam,male,furniture,sofa,1.0,499.0,10.0,2024-04-09,wholesale,unknown,,-4491.0,2024,4,9,Tuesday
1034.0,ali,,furniture,desk,3.0,1500.0,0.0,2024-02-25,retail,south,,4500.0,2024,2,25,Sunday
1038.0,john,male,clothing,jeans,3.0,499.0,0.0,2024-05-27,unknown,north,9876543119,1497.0,2024,5,27,Monday
1040.0,chen,,groceries,apples,5.0,999.0,0.0,2024-11-01,unknown,unknown,9876543210,4995.0,2024,11,1,Friday
1044.0,asha,female,groceries,bananas,1.0,999.0,15.0,2024-01-13,retail,unknown,9876543119,-13986.0,2024,1,13,Saturday
1046.0,wei,,electronics,mobile,3.0,199.0,0.0,2025-04-16,wholesale,north,9876543210,597.0,2025,4,16,Wednesday
1047.0,asha,male,groceries,bananas,2.0,1500.0,0.0,2024-12-31,unknown,north,,3000.0,2024,12,31,Tuesday
1049.0,maria,male,electronics,tablet,5.0,199.0,0.0,2024-06-07,unknown,west,9988776655,995.0,2024,6,7,Friday
1052.0,emily,,groceries,bananas,1.0,999.0,10.0,2025-04-02,retail,unknown,,-8991.0,2025,4,2,Wednesday
1053.0,ahmed,,clothing,jeans,4.0,999.0,0.0,2024-04-18,unknown,south,,3996.0,2024,4,18,Thursday
1057.0,emily,female,groceries,bananas,3.0,499.0,5.0,2024-04-22,unknown,south,,-5988.0,2024,4,22,Monday
1058.0,ahmed,female,groceries,apples,4.0,1500.0,15.0,2024-10-13,retail,unknown,,-84000.0,2024,10,13,Sunday
1060.0,maria,male,groceries,bananas,4.0,499.0,0.0,2024-12-01,retail,south,9988776655,1996.0,2024,12,1,Sunday
1063.0,asha,,groceries,rice,3.0,999.0,0.0,2024-10-07,unknown,east,9876543119,2997.0,2024,10,7,Monday
1064.0,wei,,electronics,tablet,4.0,499.0,15.0,2025-01-16,unknown,south,9876543210,-27944.0,2025,1,16,Thursday
1069.0,emily,,clothing,jacket,2.0,199.0,10.0,2024-04-18,wholesale,east,9876543210,-3582.0,2024,4,18,Thursday
1071.0,asha,,groceries,rice,3.0,499.0,0.0,2025-01-23,wholesale,east,9988776655,1497.0,2025,1,23,Thursday
1072.0,wei,,groceries,bananas,5.0,199.0,0.0,2024-05-21,retail,north,9876543210,995.0,2024,5,21,Tuesday
1076.0,maria,,electronics,laptop,1.0,1500.0,0.0,2025-03-13,wholesale,east,,1500.0,2025,3,13,Thursday
1077.0,ali,female,groceries,apples,1.0,199.0,0.0,2025-03-01,wholesale,east,,199.0,2025,3,1,Saturday
1078.0,emily,,furniture,chair,1.0,1500.0,0.0,2024-02-16,unknown,east,9876543210,1500.0,2024,2,16,Friday
1079.0,maria,male,groceries,bananas,1.0,999.0,5.0,2024-02-20,retail,south,9876543210,-3996.0,2024,2,20,Tuesday
1080.0,ahmed,male,clothing,shirt,5.0,499.0,0.0,2025-01-22,unknown,west,,2495.0,2025,1,22,Wednesday
1085.0,john,male,clothing,shirt,4.0,999.0,0.0,2024-10-29,retail,east,,3996.0,2024,10,29,Tuesday
1086.0,chen,female,clothing,shirt,3.0,1500.0,5.0,2025-01-28,wholesale,east,,-18000.0,2025,1,28,Tuesday
1087.0,ali,male,electronics,mobile,3.0,199.0,0.0,2024-12-10,retail,unknown,9988776655,597.0,2024,12,10,Tuesday
1091.0,maria,,groceries,rice,2.0,999.0,10.0,2024-08-03,unknown,east,,-17982.0,2024,8,3,Saturday
1092.0,ahmed,female,groceries,apples,4.0,499.0,5.0,2024-07-24,wholesale,north,9876543119,-7984.0,2024,7,24,Wednesday
1093.0,ali,male,electronics,laptop,1.0,199.0,0.0,2024-09-26,unknown,unknown,9988776655,199.0,2024,9,26,Thursday
1095.0,emily,male,clothing,jeans,2.0,999.0,0.0,2024-07-17,online,north,9876543210,1998.0,2024,7,17,Wednesday
1096.0,ali,female,electronics,tablet,1.0,999.0,0.0,2024-03-26,retail,west,,999.0,2024,3,26,Tuesday
1097.0,asha,male,electronics,mobile,2.0,499.0,10.0,2025-02-26,online,north,9876543210,-8982.0,2025,2,26,Wednesday
1102.0,ali,,groceries,apples,1.0,199.0,0.0,2024-01-16,retail,east,9988776655,199.0,2024,1,16,Tuesday
1104.0,asha,male,clothing,jacket,1.0,999.0,0.0,2024-07-20,unknown,north,9988776655,999.0,2024,7,20,Saturday
1109.0,asha,female,furniture,desk,3.0,199.0,0.0,2024-10-15,wholesale,east,9988776655,597.0,2024,10,15,Tuesday
1110.0,asha,,clothing,shirt,1.0,999.0,5.0,2024-07-05,wholesale,north,9876543119,-3996.0,2024,7,5,Friday
1114.0,sam,male,groceries,bananas,2.0,999.0,0.0,2024-02-23,wholesale,south,,1998.0,2024,2,23,Friday
1117.0,wei,male,clothing,jeans,2.0,999.0,10.0,2025-02-17,wholesale,west,9876543210,-17982.0,2025,2,17,Monday
1118.0,sam,male,electronics,laptop,2.0,1500.0,15.0,2025-04-24,wholesale,south,,-42000.0,2025,4,24,Thursday
1121.0,ahmed,female,furniture,chair,5.0,199.0,0.0,2024-12-28,online,unknown,9876543119,995.0,2024,12,28,Saturday
1122.0,sam,female,groceries,apples,4.0,199.0,0.0,2025-01-23,unknown,west,9876543119,796.0,2025,1,23,Thursday
1124.0,john,male,groceries,apples,2.0,499.0,0.0,2025-05-15,online,north,9876543210,998.0,2025,5,15,Thursday
1125.0,ahmed,male,electronics,laptop,2.0,999.0,0.0,2024-08-18,retail,unknown,9876543210,1998.0,2024,8,18,Sunday
1126.0,john,,clothing,jeans,1.0,499.0,15.0,2024-01-16,retail,north,9988776655,-6986.0,2024,1,16,Tuesday
1127.0,asha,female,electronics,tablet,1.0,199.0,5.0,2024-02-20,wholesale,south,,-796.0,2024,2,20,Tuesday
1128.0,ali,,clothing,shirt,4.0,199.0,0.0,2024-10-02,retail,west,9876543210,796.0,2024,10,2,Wednesday
1130.0,riya,female,clothing,jacket,5.0,499.0,0.0,2024-10-31,wholesale,east,,2495.0,2024,10,31,Thursday
1131.0,chen,male,groceries,apples,2.0,199.0,0.0,2024-10-25,wholesale,west,,398.0,2024,10,25,Friday
1133.0,john,male,clothing,jeans,4.0,1500.0,0.0,2024-04-18,online,south,9876543210,6000.0,2024,4,18,Thursday
1136.0,sam,,electronics,laptop,3.0,999.0,5.0,2024-09-20,retail,east,9876543210,-11988.0,2024,9,20,Friday
1137.0,john,female,electronics,mobile,3.0,1500.0,10.0,2025-03-21,unknown,unknown,,-40500.0,2025,3,21,Friday
1142.0,ali,female,furniture,desk,1.0,999.0,0.0,2024-11-16,wholesale,unknown,,999.0,2024,11,16,Saturday
1143.0,ali,,electronics,laptop,3.0,999.0,10.0,2025-05-14,retail,south,9988776655,-26973.0,2025,5,14,Wednesday
1145.0,maria,female,electronics,laptop,5.0,1500.0,15.0,2024-09-23,retail,east,,-105000.0,2024,9,23,Monday
1151.0,asha,,clothing,shirt,3.0,499.0,0.0,2024-12-08,online,south,9988776655,1497.0,2024,12,8,Sunday
1152.0,sam,male,clothing,jeans,2.0,499.0,0.0,2025-04-29,online,east,9876543210,998.0,2025,4,29,Tuesday
1153.0,wei,,groceries,rice,4.0,1500.0,0.0,2024-05-18,unknown,north,9876543210,6000.0,2024,5,18,Saturday
1155.0,asha,,groceries,rice,1.0,499.0,10.0,2024-03-05,online,south,9876543119,-4491.0,2024,3,5,Tuesday
1156.0,ali,,clothing,shirt,4.0,1500.0,15.0,2024-07-16,wholesale,south,9988776655,-84000.0,2024,7,16,Tuesday
1157.0,emily,,clothing,jacket,1.0,199.0,0.0,2024-09-12,retail,south,9988776655,199.0,2024,9,12,Thursday
1159.0,wei,female,clothing,jeans,1.0,1500.0,15.0,2024-11-29,retail,south,,-21000.0,2024,11,29,Friday
1160.0,ali,,electronics,mobile,3.0,1500.0,10.0,2024-09-24,retail,west,9988776655,-40500.0,2024,9,24,Tuesday
1161.0,sam,male,groceries,bananas,3.0,499.0,0.0,2024-10-06,unknown,west,9988776655,1497.0,2024,10,6,Sunday
1163.0,sam,female,furniture,sofa,3.0,499.0,5.0,2024-03-02,online,south,,-5988.0,2024,3,2,Saturday
1165.0,chen,male,clothing,jeans,1.0,499.0,5.0,2024-05-30,wholesale,south,,-1996.0,2024,5,30,Thursday
1166.0,asha,male,clothing,jacket,5.0,199.0,10.0,2025-04-07,wholesale,west,9876543210,-8955.0,2025,4,7,Monday
1169.0,sam,female,groceries,rice,4.0,999.0,5.0,2025-04-24,unknown,west,9876543119,-15984.0,2025,4,24,Thursday
1170.0,emily,male,groceries,bananas,1.0,499.0,15.0,2025-04-21,online,north,,-6986.0,2025,4,21,Monday
1171.0,ahmed,male,electronics,mobile,2.0,199.0,0.0,2025-01-09,unknown,east,9988776655,398.0,2025,1,9,Thursday
1172.0,wei,,groceries,rice,4.0,999.0,0.0,2024-08-30,online,west,9876543210,3996.0,2024,8,30,Friday
1173.0,chen,female,clothing,jacket,2.0,999.0,10.0,2024-03-25,retail,north,9876543210,-17982.0,2024,3,25,Monday
1175.0,ahmed,female,groceries,bananas,5.0,1500.0,0.0,2025-05-06,retail,east,,7500.0,2025,5,6,Tuesday
1177.0,maria,,electronics,laptop,2.0,499.0,0.0,2025-01-08,retail,west,,998.0,2025,1,8,Wednesday
1178.0,ahmed,male,clothing,jeans,5.0,499.0,15.0,2024-01-28,unknown,south,,-34930.0,2024,1,28,Sunday
1185.0,chen,male,groceries,apples,1.0,199.0,5.0,2024-05-03,wholesale,west,,-796.0,2024,5,3,Friday
1186.0,ahmed,,electronics,laptop,4.0,199.0,10.0,2024-07-14,online,south,,-7164.0,2024,7,14,Sunday
1188.0,asha,male,groceries,bananas,5.0,199.0,0.0,2024-07-11,unknown,south,9876543210,995.0,2024,7,11,Thursday
1191.0,asha,male,groceries,rice,3.0,199.0,15.0,2024-10-21,retail,north,,-8358.0,2024,10,21,Monday
1193.0,wei,female,groceries,bananas,4.0,999.0,0.0,2024-02-14,retail,north,9876543210,3996.0,2024,2,14,Wednesday
1194.0,ali,female,groceries,apples,3.0,1500.0,0.0,2024-07-18,unknown,east,9876543119,4500.0,2024,7,18,Thursday
1200.0,emily,,electronics,tablet,1.0,499.0,5.0,2024-05-15,unknown,east,,-1996.0,2024,5,15,Wednesday
1201.0,emily,,groceries,bananas,4.0,499.0,0.0,2024-01-11,retail,west,9876543210,1996.0,2024,1,11,Thursday
1203.0,emily,female,groceries,apples,1.0,199.0,0.0,2024-01-15,wholesale,west,,199.0,2024,1,15,Monday
1206.0,emily,female,furniture,sofa,5.0,199.0,0.0,2024-02-20,unknown,north,,995.0,2024,2,20,Tuesday
1208.0,john,male,clothing,jacket,5.0,499.0,0.0,2024-08-14,unknown,west,9876543210,2495.0,2024,8,14,Wednesday
1209.0,ali,female,clothing,jeans,5.0,499.0,10.0,2024-05-02,wholesale,north,9876543210,-22455.0,2024,5,2,Thursday
1211.0,maria,male,electronics,mobile,1.0,499.0,0.0,2025-04-02,retail,west,,499.0,2025,4,2,Wednesday
1215.0,emily,male,clothing,jacket,3.0,199.0,10.0,2025-04-05,retail,unknown,9876543119,-5373.0,2025,4,5,Saturday
1218.0,riya,,groceries,bananas,5.0,499.0,0.0,2024-04-12,online,east,9876543119,2495.0,2024,4,12,Friday
1223.0,ahmed,,electronics,mobile,2.0,499.0,0.0,2024-02-27,wholesale,north,9876543119,998.0,2024,2,27,Tuesday
1224.0,john,,furniture,chair,5.0,499.0,0.0,2024-05-28,online,unknown,9876543210,2495.0,2024,5,28,Tuesday
1228.0,riya,female,groceries,bananas,1.0,1500.0,0.0,2024-08-10,unknown,south,,1500.0,2024,8,10,Saturday
1229.0,chen,male,groceries,rice,3.0,499.0,0.0,2025-02-21,retail,south,,1497.0,2025,2,21,Friday
1230.0,sam,female,electronics,laptop,3.0,1500.0,15.0,2024-07-31,online,south,9988776655,-63000.0,2024,7,31,Wednesday
1233.0,john,male,groceries,bananas,5.0,1500.0,15.0,2024-03-09,wholesale,unknown,9876543210,-105000.0,2024,3,9,Saturday
1236.0,maria,,groceries,rice,2.0,1500.0,15.0,2024-09-24,wholesale,south,9988776655,-42000.0,2024,9,24,Tuesday
1237.0,ali,female,electronics,tablet,3.0,499.0,5.0,2024-01-31,retail,east,9876543119,-5988.0,2024,1,31,Wednesday
1240.0,wei,,furniture,chair,1.0,1500.0,10.0,2024-05-05,online,unknown,,-13500.0,2024,5,5,Sunday
1241.0,sam,,electronics,tablet,5.0,999.0,0.0,2025-01-12,retail,north,9988776655,4995.0,2025,1,12,Sunday
1242.0,ahmed,female,furniture,chair,5.0,999.0,15.0,2024-03-05,wholesale,west,,-69930.0,2024,3,5,Tuesday
1245.0,chen,,groceries,apples,4.0,1500.0,10.0,2024-05-21,unknown,east,,-54000.0,2024,5,21,Tuesday
1247.0,john,female,clothing,jacket,1.0,199.0,0.0,2025-04-27,wholesale,unknown,9988776655,199.0,2025,4,27,Sunday
1248.0,john,male,electronics,laptop,5.0,199.0,15.0,2024-06-12,online,south,9988776655,-13930.0,2024,6,12,Wednesday
1249.0,asha,,groceries,rice,5.0,199.0,10.0,2024-11-24,retail,south,,-8955.0,2024,11,24,Sunday
1251.0,riya,male,electronics,laptop,2.0,999.0,0.0,2025-02-15,wholesale,unknown,,1998.0,2025,2,15,Saturday
1253.0,emily,,groceries,bananas,3.0,499.0,0.0,2024-05-17,retail,west,9876543210,1497.0,2024,5,17,Friday
1254.0,riya,,clothing,jeans,3.0,1500.0,0.0,2024-01-01,wholesale,south,,4500.0,2024,1,1,Monday
1256.0,wei,,furniture,desk,2.0,1500.0,5.0,2025-03-09,online,unknown,9988776655,-12000.0,2025,3,9,Sunday
1257.0,emily,male,groceries,rice,5.0,199.0,0.0,2024-08-15,unknown,unknown,9876543119,995.0,2024,8,15,Thursday
1259.0,maria,female,clothing,jeans,4.0,999.0,15.0,2024-07-05,wholesale,north,9876543119,-55944.0,2024,7,5,Friday
1260.0,riya,male,clothing,jeans,3.0,199.0,5.0,2025-01-07,online,south,,-2388.0,2025,1,7,Tuesday
1263.0,ahmed,male,electronics,laptop,5.0,199.0,0.0,2025-03-13,retail,south,,995.0,2025,3,13,Thursday
1266.0,john,,electronics,tablet,3.0,1500.0,0.0,2024-06-16,retail,south,9876543119,4500.0,2024,6,16,Sunday
1267.0,riya,male,electronics,laptop,1.0,199.0,5.0,2024-12-28,wholesale,north,,-796.0,2024,12,28,Saturday
1268.0,asha,,furniture,chair,4.0,999.0,0.0,2024-06-16,retail,unknown,,3996.0,2024,6,16,Sunday
1269.0,emily,,clothing,jacket,1.0,499.0,0.0,2024-12-01,unknown,unknown,,499.0,2024,12,1,Sunday
1270.0,emily,,clothing,jeans,1.0,199.0,0.0,2024-04-18,online,unknown,,199.0,2024,4,18,Thursday
1272.0,sam,male,groceries,apples,3.0,1500.0,0.0,2025-05-15,unknown,north,9876543210,4500.0,2025,5,15,Thursday
1273.0,chen,female,clothing,shirt,1.0,999.0,5.0,2024-03-29,retail,north,,-3996.0,2024,3,29,Friday
1274.0,john,,furniture,desk,2.0,1500.0,15.0,2024-07-29,wholesale,west,9988776655,-42000.0,2024,7,29,Monday
1275.0,john,,groceries,apples,3.0,999.0,15.0,2024-06-08,online,south,,-41958.0,2024,6,8,Saturday
1276.0,riya,male,groceries,bananas,4.0,499.0,0.0,2024-12-23,retail,south,9988776655,1996.0,2024,12,23,Monday
1281.0,riya,female,electronics,mobile,4.0,199.0,0.0,2024-11-24,retail,west,9876543119,796.0,2024,11,24,Sunday
1283.0,sam,male,clothing,shirt,2.0,1500.0,0.0,2024-03-07,online,south,,3000.0,2024,3,7,Thursday
1285.0,asha,female,clothing,shirt,5.0,199.0,0.0,2024-11-28,wholesale,west,,995.0,2024,11,28,Thursday
1286.0,asha,,groceries,rice,4.0,499.0,0.0,2024-04-17,unknown,unknown,9876543210,1996.0,2024,4,17,Wednesday
1288.0,emily,male,clothing,jeans,5.0,499.0,0.0,2024-09-09,retail,south,,2495.0,2024,9,9,Monday
1289.0,john,male,electronics,mobile,2.0,499.0,5.0,2025-04-25,online,unknown,9876543210,-3992.0,2025,4,25,Friday
1290.0,asha,,clothing,jacket,1.0,999.0,0.0,2025-03-23,retail,east,9876543210,999.0,2025,3,23,Sunday
1293.0,ahmed,male,groceries,apples,3.0,1500.0,10.0,2025-01-28,wholesale,north,,-40500.0,2025,1,28,Tuesday
1297.0,chen,female,groceries,rice,5.0,499.0,5.0,2024-04-18,online,north,,-9980.0,2024,4,18,Thursday
1298.0,asha,male,electronics,mobile,5.0,499.0,0.0,2024-01-23,online,north,9876543210,2495.0,2024,1,23,Tuesday
1300.0,ahmed,female,electronics,tablet,3.0,199.0,0.0,2024-11-16,retail,east,9876543119,597.0,2024,11,16,Saturday
1303.0,emily,,electronics,mobile,5.0,199.0,15.0,2024-05-20,online,north,,-13930.0,2024,5,20,Monday
1304.0,riya,male,groceries,apples,2.0,1500.0,0.0,2025-03-04,unknown,unknown,9876543119,3000.0,2025,3,4,Tuesday
1305.0,john,female,clothing,jacket,3.0,499.0,10.0,2024-10-24,retail,east,9876543210,-13473.0,2024,10,24,Thursday
1306.0,emily,,groceries,bananas,1.0,999.0,10.0,2025-04-13,retail,east,9988776655,-8991.0,2025,4,13,Sunday
1307.0,emily,female,electronics,mobile,1.0,999.0,10.0,2025-03-05,unknown,east,9876543210,-8991.0,2025,3,5,Wednesday
1308.0,sam,female,electronics,tablet,2.0,499.0,10.0,2025-01-15,unknown,west,,-8982.0,2025,1,15,Wednesday
1309.0,riya,female,clothing,shirt,5.0,199.0,0.0,2025-04-03,retail,east,9876543119,995.0,2025,4,3,Thursday
1311.0,wei,,electronics,tablet,2.0,199.0,0.0,2024-09-21,retail,west,,398.0,2024,9,21,Saturday
1316.0,ahmed,female,furniture,chair,1.0,1500.0,0.0,2024-05-31,retail,south,9988776655,1500.0,2024,5,31,Friday
1319.0,riya,,clothing,jacket,1.0,499.0,10.0,2025-04-11,unknown,south,,-4491.0,2025,4,11,Friday
1322.0,ahmed,male,electronics,laptop,2.0,1500.0,0.0,2025-01-09,unknown,west,9876543119,3000.0,2025,1,9,Thursday
1324.0,maria,,electronics,tablet,5.0,199.0,15.0,2024-08-02,wholesale,east,9988776655,-13930.0,2024,8,2,Friday
1326.0,sam,female,clothing,jeans,4.0,199.0,15.0,2024-01-22,wholesale,north,9876543119,-11144.0,2024,1,22,Monday
1330.0,chen,female,groceries,apples,1.0,499.0,10.0,2024-11-15,wholesale,west,9876543119,-4491.0,2024,11,15,Friday
1332.0,asha,,electronics,laptop,4.0,199.0,0.0,2024-08-13,online,south,,796.0,2024,8,13,Tuesday
1336.0,ahmed,female,furniture,sofa,4.0,1500.0,15.0,2024-11-09,unknown,north,9988776655,-84000.0,2024,11,9,Saturday
1338.0,ali,male,groceries,apples,2.0,1500.0,5.0,2024-05-22,online,south,9876543210,-12000.0,2024,5,22,Wednesday
1341.0,ahmed,,clothing,jeans,5.0,1500.0,15.0,2024-05-21,wholesale,east,,-105000.0,2024,5,21,Tuesday
1342.0,riya,female,groceries,apples,1.0,999.0,0.0,2024-01-30,unknown,north,,999.0,2024,1,30,Tuesday
1344.0,emily,,furniture,sofa,1.0,1500.0,10.0,2024-08-06,wholesale,west,9876543119,-13500.0,2024,8,6,Tuesday
1345.0,riya,female,electronics,mobile,3.0,499.0,0.0,2024-11-07,unknown,west,9988776655,1497.0,2024,11,7,Thursday
1347.0,emily,male,electronics,tablet,4.0,499.0,15.0,2025-03-29,wholesale,west,9876543210,-27944.0,2025,3,29,Saturday
1351.0,ahmed,female,furniture,chair,5.0,1500.0,10.0,2025-04-02,wholesale,north,,-67500.0,2025,4,2,Wednesday
1352.0,sam,,furniture,chair,5.0,1500.0,0.0,2025-03-29,wholesale,west,9988776655,7500.0,2025,3,29,Saturday
1354.0,john,female,groceries,apples,3.0,1500.0,0.0,2024-02-01,online,west,9988776655,4500.0,2024,2,1,Thursday
1358.0,maria,male,groceries,bananas,2.0,199.0,10.0,2024-11-12,unknown,north,9876543119,-3582.0,2024,11,12,Tuesday
1359.0,ahmed,male,electronics,laptop,1.0,199.0,15.0,2025-02-21,retail,west,9988776655,-2786.0,2025,2,21,Friday
1361.0,emily,,furniture,desk,4.0,1500.0,0.0,2025-04-29,online,east,9876543210,6000.0,2025,4,29,Tuesday
1363.0,emily,female,electronics,laptop,2.0,1500.0,10.0,2024-06-04,online,unknown,9988776655,-27000.0,2024,6,4,Tuesday
1364.0,wei,female,clothing,jeans,2.0,1500.0,15.0,2024-03-12,retail,north,9988776655,-42000.0,2024,3,12,Tuesday
1372.0,emily,male,clothing,shirt,4.0,1500.0,0.0,2024-12-14,online,north,9876543210,6000.0,2024,12,14,Saturday
1373.0,chen,male,groceries,apples,1.0,499.0,0.0,2024-03-21,unknown,unknown,9876543119,499.0,2024,3,21,Thursday
1376.0,asha,male,furniture,sofa,2.0,999.0,0.0,2025-02-20,online,west,9988776655,1998.0,2025,2,20,Thursday
1377.0,riya,,groceries,apples,5.0,999.0,0.0,2024-02-05,unknown,unknown,,4995.0,2024,2,5,Monday
1379.0,chen,female,groceries,apples,5.0,499.0,10.0,2025-05-14,retail,west,,-22455.0,2025,5,14,Wednesday
1380.0,maria,male,electronics,mobile,4.0,999.0,0.0,2025-03-15,retail,west,,3996.0,2025,3,15,Saturday
1381.0,emily,female,furniture,sofa,1.0,199.0,0.0,2024-05-04,wholesale,south,9876543119,199.0,2024,5,4,Saturday
1384.0,wei,male,furniture,chair,2.0,499.0,0.0,2024-11-29,retail,east,9988776655,998.0,2024,11,29,Friday
1385.0,riya,,electronics,mobile,3.0,1500.0,5.0,2024-06-08,wholesale,unknown,9876543119,-18000.0,2024,6,8,Saturday
1388.0,chen,,furniture,chair,3.0,1500.0,10.0,2025-02-10,wholesale,unknown,,-40500.0,2025,2,10,Monday
1389.0,maria,female,electronics,tablet,2.0,499.0,0.0,2024-10-08,retail,unknown,9876543210,998.0,2024,10,8,Tuesday
1391.0,sam,,groceries,bananas,2.0,999.0,0.0,2025-01-14,online,west,9876543210,1998.0,2025,1,14,Tuesday
1392.0,sam,male,electronics,mobile,1.0,999.0,0.0,2025-02-19,wholesale,west,9876543210,999.0,2025,2,19,Wednesday
1393.0,sam,female,electronics,mobile,3.0,499.0,0.0,2024-04-28,retail,south,,1497.0,2024,4,28,Sunday
1395.0,maria,female,electronics,tablet,3.0,1500.0,5.0,2025-02-17,wholesale,unknown,9988776655,-18000.0,2025,2,17,Monday
1396.0,john,,furniture,sofa,1.0,199.0,0.0,2024-05-12,retail,west,,199.0,2024,5,12,Sunday
1399.0,ali,female,electronics,laptop,4.0,199.0,0.0,2024-11-13,wholesale,north,,796.0,2024,11,13,Wednesday
1400.0,john,male,electronics,tablet,3.0,199.0,10.0,2024-08-14,wholesale,east,9876543210,-5373.0,2024,8,14,Wednesday
1401.0,wei,male,electronics,tablet,4.0,1500.0,0.0,2024-11-18,wholesale,east,9988776655,6000.0,2024,11,18,Monday
1404.0,chen,male,groceries,rice,1.0,999.0,10.0,2024-04-27,wholesale,west,,-8991.0,2024,4,27,Saturday
1405.0,riya,,clothing,jeans,1.0,999.0,10.0,2024-06-10,unknown,east,9876543119,-8991.0,2024,6,10,Monday
1408.0,ali,,electronics,tablet,4.0,199.0,15.0,2024-08-31,online,north,9876543119,-11144.0,2024,8,31,Saturday
1409.0,sam,female,electronics,laptop,1.0,1500.0,0.0,2024-03-23,online,east,9876543119,1500.0,2024,3,23,Saturday
1412.0,ahmed,female,clothing,jacket,1.0,999.0,0.0,2025-01-17,unknown,south,9876543210,999.0,2025,1,17,Friday
1413.0,riya,,furniture,chair,2.0,199.0,5.0,2025-01-24,retail,north,,-1592.0,2025,1,24,Friday
1414.0,ali,,groceries,bananas,4.0,499.0,15.0,2025-01-12,wholesale,east,9876543119,-27944.0,2025,1,12,Sunday
1417.0,maria,male,groceries,rice,2.0,1500.0,0.0,2024-05-22,retail,north,,3000.0,2024,5,22,Wednesday
1418.0,sam,female,clothing,jeans,1.0,499.0,10.0,2025-01-15,retail,south,9988776655,-4491.0,2025,1,15,Wednesday
1420.0,emily,male,electronics,laptop,2.0,499.0,0.0,2024-06-15,wholesale,west,9876543210,998.0,2024,6,15,Saturday
1424.0,john,female,clothing,shirt,3.0,1500.0,5.0,2024-03-18,retail,east,9876543210,-18000.0,2024,3,18,Monday
1430.0,john,male,groceries,rice,2.0,1500.0,0.0,2024-02-27,retail,west,,3000.0,2024,2,27,Tuesday
1435.0,ahmed,,groceries,rice,1.0,999.0,0.0,2024-12-01,online,unknown,,999.0,2024,12,1,Sunday
1437.0,chen,male,electronics,laptop,3.0,999.0,0.0,2024-07-06,retail,unknown,9988776655,2997.0,2024,7,6,Saturday
1438.0,john,male,groceries,bananas,5.0,499.0,0.0,2024-02-11,wholesale,north,9876543119,2495.0,2024,2,11,Sunday
1439.0,sam,,furniture,desk,1.0,999.0,10.0,2024-05-15,unknown,north,9876543119,-8991.0,2024,5,15,Wednesday
1445.0,asha,female,clothing,shirt,2.0,499.0,10.0,2025-02-05,online,unknown,9876543119,-8982.0,2025,2,5,Wednesday
1446.0,emily,,furniture,desk,3.0,499.0,0.0,2024-12-18,unknown,unknown,,1497.0,2024,12,18,Wednesday
1449.0,chen,,groceries,rice,4.0,499.0,0.0,2024-05-17,unknown,north,9876543210,1996.0,2024,5,17,Friday
1451.0,maria,female,furniture,desk,5.0,499.0,0.0,2024-03-09,retail,north,9876543119,2495.0,2024,3,9,Saturday
1452.0,asha,,clothing,jeans,3.0,999.0,5.0,2025-04-28,retail,east,,-11988.0,2025,4,28,Monday
1453.0,wei,,groceries,rice,1.0,199.0,0.0,2024-07-27,retail,east,,199.0,2024,7,27,Saturday
